,authorJob,authorJobLocation,careerOpportunitiesRating,company,compensationAndBenefitsRating,cultureAndValuesRating,reviewDate,reviewDescription,reviewHeadline,seniorLeadershipRating,workLifeBalanceRating,language,tokens
11418,Ingénieur Projet,"Калуга, CEN",,PSA Peugeot Citroën,,,27 novembre 2013,"La mise en route d'une usine en Russie fut une mission très enrichissante pour ma première expérience professionnelle en tant qu'ingénieur diplômé.,J'ai eu de vraies responsabilités en coachant des responsables, en gérant toute la vie de différents projets, en négociant avec des fournisseurs dans l'Unité Technique du site.,Il a fallu faire preuve de baucoup d'autonomie, d'aisance relationnelle ainsi que d'une adaptation rapide avec des personnes d'une culture différente.",,,,fr,"[adaptation rapide, aisance relationnelle, autonomie aisance, baucoup autonomie, coachant responsable, diplômé.,j vrai, enrichissant mum, expérience professionnel, faire preuve, falloir faire, fournisseur unité, gérer vie, ingénieur diplômé.,j, mise route, mission enrichissant, mum première, négociant fournisseur, person culture, première expérience, preuve baucoup, professionnel ingénieur, projet négociant, rapide person, relationnelle adaptation, responsabilité coachant, responsable gérer, route usine, russie mission, site.,il falloir, technique site.,il, unité technique, usine russie, vrai responsabilité, culture différent, différent projet, vie différent, mise, route, usine, russie, mission, enrichissant, mum, première, expérience, professionnel, ingénieur, diplômé.,j, vrai, responsabilité, coachant, responsable, gérer, vie, différent, projet, négociant, fournisseur, unité, technique, site.,il, falloir, faire, preuve, baucoup, autonomie, aisance, relationnelle, adaptation, rapide, person, culture, différent]"
11420,Acheteuse des Equipements Extérieurs,"上海市, C23",,PSA Peugeot Citroën,,,13 novembre 2013,"- Rémunération très variable, non orientée par le résultat,- Maturité des acheteurs sont très variables",,,,fr,"[maturité acheteur, orientéer résultat, résultat maturité, acheteur variable, rémunération variable, variable orientéer, rémunération, variable, orientéer, résultat, maturité, acheteur, variable]"
12405,Xbox Escalation Specialist,"Las Colinas, TX",,Microsoft,,,4 novembre 2014,"Supportive management, fun relaxed enviroment, great team enviroment",,,,fr,"[fun relaxed, great team, relaxed great, supportif fun, supportif, fun, relaxed, great, team]"
13752,Chef de projet marketing en alternance,"Issy-les-Moulineaux, A8",,Microsoft,,,28 janvier 2016,"Horaires, télétravail, espace de travail, locaux, avantages sociaux, culture d'entreprise, tout est réuni pour se sentir bien ,chez Microsoft et avoir envie de donner le meilleur de soi.",,,,fr,"[avantages social, culture entreprise, donner meilleur, entreprise réunir, envie donner, espace travail, horaire télétravail, local avantages, réunir sentir, sentir envie, social culture, travail local, télétravail espace, horaire, télétravail, espace, travail, local, avantages, social, culture, entreprise, réunir, sentir, envie, donner, meilleur]"
13753,MANAGER OF SUPPORT ENGINEERS,"Paris, A8",,Microsoft,,,9 décembre 2015,Environement de travail tres competitif - peu de collaboration,,,,fr,"[competitif collaboration, travail tre, tre competitif, travail, tre, competitif, collaboration]"
13754,Agent de maîtrise spécialiste,"Nice, B8",,Microsoft,,,24 novembre 2015,"Entreprise Américaine donc management a l'anglaise bonne état d'esprit.,Tout doit se faire très vite et vous devez vous adapter en permanence.,La communication avec les différents pôles de l'entreprise est primordiale.",,,,fr,"[adapter permanence.,la, américain anglais, anglais bon, bon état, communication différent, différent pôle, permanence.,la communication, état esprit.,tout, devoir adapter, devoir faire, entreprise américain, entreprise primordial, esprit.,tout devoir, faire devoir, pôle entreprise, entreprise, américain, anglais, bon, état, esprit.,tout, devoir, faire, devoir, adapter, permanence.,la, communication, différent, pôle, entreprise, primordial]"
13755,Formateur Sté TECHSELL,France Ile de France,,Microsoft,,,4 août 2015,"Une société ouverte, qui offre une multitude de possibilité",,,,fr,"[multitude possibilité, offrir multitude, ouverter offrir, société ouverter, société, ouverter, offrir, multitude, possibilité]"
13756,Assistant,Issy-les-Moulineaux,,Microsoft,,,27 juillet 2015,"Bon niveau de management et bonne culture d'entreprise,Bonne cohésion a u sein de l'entreprise",,,,fr,"[cohésion u, culture entreprise,bonne, entreprise,bonne cohésion, sein entreprise, u sein, bon culture, bon niveau, niveau bon, bon, niveau, bon, culture, entreprise,bonne, cohésion, u, sein, entreprise]"
13757,Contrôleur de gestion,Issy-les-Moulineaux,,Microsoft,,,27 juillet 2015,"Missions formatrices, autonomie,Travail d'équipe, environnement de travail agréable,",,,,fr,"[autonomie,travail équipe, formatrice autonomie,travail, mission formatrice, travail agréable, équipe travail, mission, formatrice, autonomie,travail, équipe, travail, agréable]"
13758,Chargée de projet marketing partenaires,"Issy-les-Moulineaux, A8",,Microsoft,,,29 mai 2015,"Tout au long de mon expérience au sein de l'entreprise des missions à haute responsabilité m'ont été confiées comme notamment la mise en place de nouveaux process WolrdWide qui m'ont permis de faire mes preuves, de montrer mes capacités et d'atteindre continuellement de nouveaux objectifs.",,,,fr,"[capacité atteindre, confiéer mise, entreprise mission, expérience sein, faire preuve, haute responsabilité, long expérience, mise place, mission haute, montrer capacité, permettre faire, preuve montrer, proces wolrdwide, responsabilité confiéer, sein entreprise, wolrdwide permettre, atteindre nouveau, nouveau objectif, nouveau proces, place nouveau, long, expérience, sein, entreprise, mission, haute, responsabilité, confiéer, mise, place, nouveau, proces, wolrdwide, permettre, faire, preuve, montrer, capacité, atteindre, nouveau, objectif]"
13759,Audience Marketing Manager,Issy-les-Moulineaux,,Microsoft,,,14 avril 2015,"Microsoft a pris ces dernières années un virage qui en fait des entreprises les plus intéressantes pour travailler.,L'environnement est plus que agréable, tout est pensé autour du salarié afin qu'il se sente au mieux et qu'il donne le meilleur de lui même.,Une belle entreprise en sommes",,,,fr,"[agréable penser, année virage, dernier année, donner meilleur, intéressant travailler.,l, meilleur même.,uner, même.,uner bel, penser salarié, prendre dernier, salarié sentir, sentir donner, travailler.,l agréable, virage faire, bel entreprise, entreprise intéressant, entreprise sommer, faire entreprise, prendre, dernier, année, virage, faire, entreprise, intéressant, travailler.,l, agréable, penser, salarié, sentir, donner, meilleur, même.,uner, bel, entreprise, sommer]"
13760,Stagiaire Assistante Marketing et Communication,"Les Ulis, A8",,Microsoft,,,20 février 2015,"De vraies responsabilités m'ont été confiées très rapidement, même en temps que stagiaire ce qui est très appréciable.",,,,fr,"[confiéer temps, responsabilité confiéer, stagiaire appréciable, temps stagiaire, vrai responsabilité, vrai, responsabilité, confiéer, temps, stagiaire, appréciable]"
13762,Formation cloud Azure Office 365,Issy-les-Moulineaux,,Microsoft,,,17 février 2015,"formation agréable équipes très accueillantes.,découverte et sur les nouveaux modules Azure, Office 365.,Découverte des nouvelles normes IAAS, PAAS, SAAS",,,,fr,"[365.,découverte nouvel, accueillantes.,découverte nouveau, agréable équipe, azure office, formation agréable, iaa paa, module azure, norme iaa, nouveau module, nouvel norme, office 365.,découverte, paa saa, équipe accueillantes.,découverte, formation, agréable, équipe, accueillantes.,découverte, nouveau, module, azure, office, 365.,découverte, nouvel, norme, iaa, paa, saa]"
13763,Animateur Commerciale,"Grenoble, B9",,Microsoft,,,4 février 2015,"Expérience passionnante, contact direct avec la clientèle.,Job étudiant très interessant financièrement et très flexible",,,,fr,"[clientèle.,job étudier, contact direct, direct clientèle.,job, expérience passionnant, interessant flexible, passionnant contact, étudier interessant, expérience, passionnant, contact, direct, clientèle.,job, étudier, interessant, flexible]"
13765,EA to VP & Assoc Gen Counsel Legal & Corp Affairs,Issy les Moulineaux,,Microsoft,,,3 novembre 2014,Un environnement très international et agréable. Une bonne entente entre les équipes. Des bon Managers.,,,,fr,"[entente équipe, international agréable, agréable bon, bon entente, bon manager, équipe bon, international, agréable, bon, entente, équipe, bon, manager]"
13766,créateur d'emploi,Massy,,Microsoft,,,27 octobre 2014,"Un accueil chaleureux.,Un contact avec le personnel avec le sourire et l'esprit d'équipe.,Une ouverture au monde.,Une ouverture sur les pays arabes, pour transmettre la liberté et l'autonomie.,Mes collaboratrices les femmes aux foyers et opportunité de travail à temps partiel dans chaque ville et la rencontre humaine et l'aide mutuelle.,Garder le sourire malgré la crise.,Le travail avec l'esprit de contribuer au développement de ceux qui ont besoin.",,,,fr,"[accueil chaleureux.,un, aide mutuelle.,garder, arabe transmettre, autonomie.,me collaboratrice, chaleureux.,un contact, collaboratrice femme, contact personnel, contribuer développement, développement besoin, femme foyer, foyer opportunité, humain aide, liberté autonomie.,me, partiel ville, pays arabe, rencontre humain, temps partiel, transmettre liberté, ville rencontre, crise.,le travail, esprit contribuer, esprit équipe.,une, monde.,une ouverture, mutuelle.,garder sourire, opportunité travail, ouverture monde.,une, ouverture pays, personnel sourire, sourire crise.,le, travail temps, équipe.,une ouverture, sourire esprit, travail esprit, accueil, chaleureux.,un, contact, personnel, sourire, esprit, équipe.,une, ouverture, monde.,une, ouverture, pays, arabe, transmettre, liberté, autonomie.,me, collaboratrice, femme, foyer, opportunité, travail, temps, partiel, ville, rencontre, humain, aide, mutuelle.,garder, sourire, crise.,le, travail, esprit, contribuer, développement, besoin]"
13767,Agent commercial,Paris,,Microsoft,,,13 octobre 2014,"Microsoft très bonne entreprise, les formations sont enrichissante le cadre agréable ,les aspects les plus positifs du poste sont la gestions de son planning la négociation avec les clients les formations les démonstrations les produits.",,,,fr,"[agréable aspect, aspect positif, bon entreprise, cadre agréable, démonstration produit, enrichissante cadre, gestion planning, négociation clients, planning négociation, positif gestion, clients formation, entreprise formation, formation démonstration, formation enrichissante, bon, entreprise, formation, enrichissante, cadre, agréable, aspect, positif, gestion, planning, négociation, clients, formation, démonstration, produit]"
13768,Représentant Commercial,Grand EST de la france,,Microsoft,,,19 juillet 2014,"Très bonne société à anvergure International.,Je me suis occupé du grand EST de la france auprès des partenanaires Magasin ( Fnac, darty boulanger, auchan, leclerc etc.....),J'ai mis en place plus de 70 % des meubles SURFACE MICROSOFT et je me suis occupé du Merchandising pendant 8 mois.,Je fait une demande de remplacement en accord avec la société car le déplacement ( 5000 km par mois ) devenait très difficile physiquement. Cepandant la sosciété a été ravie de mon professionalisme et je me suis occupé de la formation technique du remplacent.",,,,fr,"[% meubles, 5000 km, 70 %, 8 mois.,je, anvergure international.,je, auchan leclerc, boulanger auchan, cepandant sosciété, darty boulanger, demande accord, devenir difficile, difficile cepandant, etc.....),j mettre, faire demande, fnac darty, formation technique, france partenanaire, grand france, km mois, leclerc etc.....),j, magasin fnac, merchandising 8, mettre place, meubles surface, mois devenir, mois.,je faire, partenanaire magasin, place 70, ravier professionalisme, sosciété ravier, technique remplacent, accord société, bon société, société 5000, société anvergure, suivre occuper, international.,je suivre, occuper formation, occuper grand, occuper merchandising, professionalisme suivre, surface suivre, bon, société, anvergure, international.,je, suivre, occuper, grand, france, partenanaire, magasin, fnac, darty, boulanger, auchan, leclerc, etc.....),j, mettre, place, 70, %, meubles, surface, suivre, occuper, merchandising, 8, mois.,je, faire, demande, accord, société, 5000, km, mois, devenir, difficile, cepandant, sosciété, ravier, professionalisme, suivre, occuper, formation, technique, remplacent]"
